Year,Units,general.territorio,Serie,id_dim,DIM_DES_SEXO,DIM_DES_SUSTANCIA_ADICTIVA,Value
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_B,.,SEXO.M,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,233.2
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_B,.,SEXO.M,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,233.27
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_C,.,SEXO.F,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,54.7
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_C,.,SEXO.F,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,54.70
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_D,.,SEXO._T,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,49.01
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_D,.,SEXO._T,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,49.01
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_D,.,SEXO._T,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,49.01
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_D,.,SEXO._T,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,49.01
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_E,.,SEXO.M,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,74.88
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_E,.,SEXO.M,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,74.88
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_E,.,SEXO.M,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,74.88
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_E,.,SEXO.M,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,74.88
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_F,.,SEXO.F,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,23.72
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_F,.,SEXO.F,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,23.72
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_F,.,SEXO.F,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,23.72
2021,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_F,.,SEXO.F,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,23.72
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,.,SEXO._T,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,93.66
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,.,SEXO._T,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,93.66
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,.,SEXO._T,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,93.66
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,.,SEXO._T,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,93.66
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_B,.,SEXO.M,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,156.7
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_B,.,SEXO.M,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,156.70
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_C,.,SEXO.F,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,32.8
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_C,.,SEXO.F,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,32.80
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_D,.,SEXO._T,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,53.1
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_D,.,SEXO._T,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,53.10
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,.,SEXO.M,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,80.06
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,.,SEXO.M,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,80.06
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,.,SEXO.M,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,80.06
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,.,SEXO.M,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,80.06
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_F,.,SEXO.F,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,27.08
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_F,.,SEXO.F,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,27.08
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_F,.,SEXO.F,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,27.08
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_F,.,SEXO.F,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,27.08
2022,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_A,.,SEXO._T,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,137.8
2022,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_B,.,SEXO.M,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,222.0
2022,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_C,.,SEXO.F,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,55.68
2022,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_D,.,SEXO._T,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,45.51
2022,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_E,.,SEXO.M,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,69.08
2022,UNIDAD_MEDIDA.PER_100000,ES70,SERIE.SERIE_F,.,SEXO.F,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,22.49
2022,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,.,SEXO._T,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,95.96
2022,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_B,.,SEXO.M,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,159.6
2022,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_C,.,SEXO.F,SUSTANCIA_ADICTIVA._L_SUD_ILLEGAL_DRUGS,34.73
2022,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_D,.,SEXO._T,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,56.6
2022,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,.,SEXO.M,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,85.21
2022,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_F,.,SEXO.F,SUSTANCIA_ADICTIVA.SUD_ALCOHOL,29.08
